name, rating, karma, post_score, comment_score
Levser,0.0,0.0,0,0
lexa107,0.9,9.0,0,0
lexkazakov,2.3,23.0,0,0
li_bao,1.1,11.0,0,0
lightcaster,9.51,94.25,0,8
Lihonosov,0.0,0.0,0,0
LinGG,0.0,0.0,0,0
links,1.51,15.1,0,0
linuxoff,0.0,0.0,0,0
LinZ,0.0,0.0,0,0
liq,2.1,21.0,0,0
LIR,1.44,6.25,0,45
Liroyd,0.0,0.0,0,0
Littlesnake,0.3,3.0,0,0
LLIypLLIuk,0.02,0.0,0,2
lnking,3.53,35.3,0,0
LOk1,0.3,3.0,0,0
lolobridgita,0.0,0.0,0,0
Longer,0.02,0.0,0,2
Lonsdaleite,1.85,18.5,0,0
lorc,0.11,0.0,0,11
LordMerlin,0.2,2.0,0,0
LuciferOverLondon,0.0,0.0,0,0
lucius,5.17,52.25,0,-6
Lucky_Student,11.85,118.5,0,0
Lukac,0.0,0.0,0,0
Lukin,0.0,0.0,0,0
lxyd,3.91,38.0,0,11
m0n5ter,5.3,53.0,0,0
m0Ray,1.08,10.0,0,3
m0sia,5.71,57.1,0,0
m4rr,0.0,0.0,0,0
m52,-1.35,-11.0,0,0
madcat1991,34.9,21.0,41,0
MadLord,0.0,0.0,0,0
madproger,0.0,0.0,0,0
madprogrammer,4.2,42.0,0,0
magnitudo,1.7,17.0,0,0
MAGNUS8,0.0,0.0,0,0
mahimus,0.0,0.0,0,0
makc3d,2.2,22.0,0,0
Makeman,65.63,23.0,79,13
maki,2.04,20.4,0,0
Maksym,0.8,8.0,0,0
Malinnikov,7.5,75.0,0,0
Malinskiy,1.3,13.0,0,0
malkolm,0.0,0.0,0,0
malroc,5.88,58.75,0,0
mamchyts,0.0,0.0,0,0
MangaRulit,0.0,0.0,0,0
mangen100,0.1,1.0,0,0
MANIAK_dobrii,0.4,4.0,0,0
mapbka,0.0,0.0,0,0
marksv,0.8,8.0,0,0
Mart,0.0,0.0,0,0
maruan_a,0.0,0.0,0,0
Matrosked,1.73,17.0,0,3
Maugly,0.0,0.0,0,0
maverick_ml,0.7,7.0,0,0
maxBogovick,0.6,6.0,0,0
Maxima,-0.1,-1.0,0,0
Maxime,0.93,9.3,0,0
Maximuzzz,2.58,25.75,0,0
maxmert,8.26,82.0,0,6
MaxRoyzman,0.0,0.0,0,0
maxshopen,17.14,171.41,0,0
maxwp,0.4,4.0,0,0
may-cat,0.12,1.0,0,2
mazy,-0.2,-2.0,0,0
mbait,0.0,0.0,0,0
mbazaliy,0.0,0.0,0,0
MBerezin,2.1,21.0,0,0
mcconfig,7.7,77.0,0,0
mdevils,15.67,156.69,0,0
me4oslav,0.0,0.0,0,0
medevic,0.0,0.0,0,0
mediocre,0.8,8.0,0,0
medved13,0.8,8.0,0,0
mejedi,5.58,51.0,0,48
Melifaro,0.0,0.0,0,0
Melkor,0.76,7.6,0,0
MelkoV,0.0,0.0,0,0
Memph1s,0.0,0.0,0,0
Mercury13,69.75,64.65,79,8
merdoc,0.0,0.0,0,0
message,0.06,0.0,0,6
MetalFan,1.7,17.0,0,0
metalim,-0.1,-1.0,0,0
mewhisper,0.0,0.0,0,0
MEXAHUK,0.0,0.0,0,0
MichaelXIII,1.7,17.0,0,0
MicRaiS,0.0,0.0,0,0
migosm,0.0,0.0,0,0
miha2,-1.76,-11.0,0,-66
mihap,0.0,0.0,0,0
Mihhail,0.4,4.0,0,0
mike114,2.38,23.5,0,3
mikejd,0.0,0.0,0,0
Mikhail_K,0.0,0.0,0,0
mikronads,0.0,0.0,0,0
Milfgard,134.52,790.75,68,94
minamoto,2.07,20.25,0,4
Ming,0.0,0.0,0,0
Minister,0.0,0.0,0,0
mironov_anton,1.1,11.0,0,0
MistaTwista,0.3,3.0,0,0
Mitch,-0.08,-1.0,0,2
MitrofanovDmitry,0.0,0.0,0,0
MMXi,1.6,16.0,0,0
mmxspb,0.0,0.0,0,0
Mnemonik,9.5,95.0,0,0
moat,61.43,54.25,70,0
mobilz,163.76,580.32,130,173
mobotan,0.0,0.0,0,0
MODist,0.0,0.0,0,0
Mogsem,0.3,3.0,0,0
mokshinv,0.0,0.0,0,0
Moor_Zeek,0.0,0.0,0,0
mordet,0.0,0.0,0,0
morfeylatulipe,0.0,0.0,0,0
M_org,2.16,21.6,0,0
morning_haze,1.1,11.0,0,0
morochkovsky,0.5,5.0,0,0
Morow,2.5,25.0,0,0
Morthan,0.0,0.0,0,0
movemind,0.3,3.0,0,0
mpMelnikov,0.0,0.0,0,0
mpx717,0.2,2.0,0,0
mr47,0.4,4.0,0,0
MrAlexArt,0.0,0.0,0,0
MrBrown,0.0,0.0,0,0
MrHant,0.0,0.0,0,0
MRoizner,2.2,22.0,0,0
MrPeterLink,13.64,23.0,14,14
mrstrictly,0.0,0.0,0,0
mrTempl,0.0,0.0,0,0
mt_,15.18,151.75,0,0
munx,0.0,0.0,0,0
muodov,1.1,11.0,0,0
murich,0.0,0.0,0,0
Muscul,0.0,0.0,0,0
MyHabrahabr,70.28,-2.0,88,7
MyKinda,3.0,30.0,0,0
my_own_parasite,0.0,0.0,0,0
mysticmirage,0.9,9.0,0,0
n00buK,1.1,11.0,0,0
Nadoedalo,0.11,1.0,0,1
nadoelo,0.0,0.0,0,0
nailxx,10.0,100.0,0,0
name,0.0,0.0,0,0
Nanako,0.0,0.0,0,0
naryl,-10.17,-102.0,0,3
NASAnet,0.0,0.0,0,0
naszar,1.5,15.0,0,0
NatalyM,4.6,14.0,4,0
nbashaev,1.7,17.0,0,0
Nebonum,0.0,0.0,0,0
nehaev,-0.09,-1.0,0,1
neiromancer,2.01,20.1,0,0
nekalex,0.9,9.0,0,0
Nekroman,0.0,0.0,0,0
nemOn,0.0,0.0,0,0
NeoCode,2.11,19.0,0,20
Neonovy,0.2,2.0,0,0
Nergal,0.0,0.0,0,0
netguard,1.3,13.0,0,0
netp,0.0,0.0,0,0
Neutron,0.0,0.0,0,0
neverman,1.0,10.0,0,0
newatol,0.0,0.0,0,0
new_s,0.0,0.0,0,0
Nexis,0.0,0.0,0,0
nichcom,0.0,0.0,0,0
Nichola,0.0,0.0,0,0
ni_dasav,0.0,0.0,0,0
NightBrownie,0.0,0.0,0,0
NiGHt_LEshiY,0.0,0.0,0,0
Nigzel,0.0,0.0,0,0
Nikiit,0.0,0.0,0,0
NikitaOdnorob,0.0,0.0,0,0
nikus,0.0,0.0,0,0
ninja,0.0,0.0,0,0
NiPh,0.0,0.0,0,0
Nizza,0.0,0.0,0,0
Nnear,0.0,0.0,0,0
NoHate,0.0,0.0,0,0
norecces,0.1,1.0,0,0
noreply,0.0,0.0,0,0
North,2.79,27.85,0,0
Nostr,56.5,28.0,67,10
Novikov,24.36,243.65,0,0
nqhost,1.1,11.0,0,0
nrcpp,4.45,44.5,0,0
nswbit,1.8,18.0,0,0
nub1an,0.0,0.0,0,0
nubideus,0.09,1.0,0,-1
nuklearlord,35.61,84.0,34,1
NYV,0.0,0.0,0,0
oaons,1.8,18.0,0,0
obiwanus,0.0,0.0,0,0
Obramko,2.63,26.25,0,0
Octane,2.0,20.0,0,0
Ofigenen,0.9,9.0,0,0
OfLiNeR,0.0,0.0,0,0
Ogi,234.74,22.5,290,49
okolobaxa,0.0,0.0,0,0
olartamonov,71.31,45.0,82,140
oldHamtick,1.8,18.0,0,0
Ole,0.0,0.0,0,0
olegafx,49.18,82.25,53,15
oleg_gf,-0.09,0.0,0,-9
olegin,0.0,0.0,0,0
OlegMax,2.2,22.0,0,0
olexande,0.0,0.0,0,0
OlloSnow,2.2,22.0,0,0
olyakos,0.0,0.0,0,0
OneArt,1.63,16.25,0,0
Oniestel,2.38,23.8,0,0
ontan,0.0,0.0,0,0
oowl,45.57,455.68,0,0
orangefox,0.0,0.0,0,0
Ordos,0.9,9.0,0,0
Osaka,19.01,190.1,0,0
osmanov,1.7,17.0,0,0
OSTCollector,0.0,0.0,0,0
ostrovityanin,1.64,16.39,0,0
Ostrovski,4.6,45.75,0,2
OTER,1.3,13.0,0,0
ovakhromeev,0.6,6.0,0,0
OverWeb,0.3,3.0,0,0
oxpa,3.65,36.5,0,0
P0maxa,0.0,0.0,0,0
pac_man,0.0,0.0,0,0
Pagliaccio,0.5,5.0,0,0
Pamir,0.0,0.0,0,0
PanamOS,3.8,38.0,0,0
panandy,1.5,15.0,0,0
PapaBubaDiop,93.31,912.5,0,46
parametr,0.68,6.8,0,0
paranoik,-0.02,-1.0,0,8
ParyshevD,69.27,42.0,130,7
Pashk88,0.6,6.0,0,0
pashukoff,0.0,0.0,0,0
PatapSmile,48.75,246.0,0,0
patashnik,1.1,11.0,0,0
patricforest,0.14,0.0,0,14
paulpotseluev,10.25,102.5,0,0
Paul_Smith,6.13,61.25,0,0
pavlikru,0.0,0.0,0,0
pavlovmc,0.5,5.0,0,0
pbashinsky,0.8,8.0,0,0
pearce,0.1,1.0,0,0
Pelmen,0.0,0.0,0,0
PeoneEr,0.0,0.0,0,0
peterpro,0.77,7.7,0,0
PetrosyanArsen,0.0,0.0,0,0
PGuNk,0.0,0.0,0,0
ph0enix,0.0,0.0,0,0
Phaeton,0.0,0.0,0,0
phantasm,0.27,2.7,0,0
philpirj,15.35,153.5,0,0
philr,0.0,0.0,0,0
PiaFraus,0.0,0.0,0,0
pilezkiy,-0.09,-1.0,0,1
Pilia,0.0,0.0,0,0
Pingvi,1.3,13.0,0,0
Pink,0.3,3.0,0,0
Pinkerator,0.0,0.0,0,0
pioneer,0.0,0.0,0,0
pipedotek,0.0,0.0,0,0
Piradius,0.9,9.0,0,0
PiSaiK,0.0,0.0,0,0
PixelNewton,0.0,0.0,0,0
pja,2.55,25.5,0,0
p_lab,0.8,8.0,0,0
placebokid,0.0,0.0,0,0
PoCTo,0.0,0.0,0,0
podkovyrsty,0.0,0.0,0,0
POGlicier,90.62,25.0,110,12
Polosatyi,1.0,10.0,0,0
polym0rph,7.51,75.0,0,1
Pontorez,0.0,0.0,0,0
Posigrade,0.0,0.0,0,0
potapuff,0.0,0.0,0,0
poyzn,0.0,0.0,0,0
Pozadi,3.63,36.25,0,0
PQR,4.93,48.0,0,13
Prapor,-0.03,0.0,0,-3
progman_rus,2.5,25.0,0,0
ProgramYkt,0.2,2.0,0,0
pronskiy,83.63,92.25,93,0
ProstoTyoma,0.12,0.0,0,11
PRSO,0.0,0.0,0,0
prutt,0.0,0.0,0,0
PsiBG,4.3,43.0,0,0
Psixozzz,0.0,0.0,0,0
psycho,0.0,0.0,0,0
pt1c,0.0,0.0,0,0
PukeCloud,0.55,5.0,0,0
Puls,0.0,0.0,0,0
Pumko_adm,0.3,3.0,0,0
Pushkind,4.2,42.0,0,0
Putin,-0.1,-1.0,0,0
pyatigil,1.65,16.5,0,0
PZagvazdin,0.0,0.0,0,0
qbtarzan,1.6,16.0,0,0
QCamplr,0.3,3.0,0,0
Qetzal,3.76,37.6,0,0
qlich,0.0,0.0,0,0
qqwweerrttyy,0.0,0.0,0,0
quark,2.41,24.1,0,0
QuePaso,1.7,17.0,0,0
Quetz,-0.54,-4.0,0,-14
Qvestor,0.7,7.0,0,0
qwerty787788,0.0,0.0,0,0
r0b1n,0.0,0.0,0,0
r4nd0m,1.4,14.0,0,0
ra1ph,0.5,5.0,0,0
Radmoses,0.0,0.0,0,0
ragus,0.0,0.0,0,0
rami,0.0,0.0,0,0
ramntry,3.03,30.0,0,3
raptor,6.41,64.05,0,0
Raul,0.79,7.9,0,0
Ravager,0.3,3.0,0,0
RaZZeRs,3.2,32.0,0,0
rblv,0.0,0.0,0,0
Real_SonkeS,91.35,32.0,110,15
realstudent,0.0,0.0,0,0
receiver,0.32,3.0,0,2
Redd,2.89,28.9,0,0
Redly,0.0,0.0,0,0
Rel1cto,1.5,15.0,0,0
Relz,2.9,29.0,0,0
ReRayne,2.48,24.75,0,0
resident,0.0,0.0,0,0
resnyanskiy,0.9,9.0,0,0
restyler,0.67,6.7,0,0
Revolt,0.8,8.0,0,0
rgb000,1.6,16.0,0,0
rich,0.5,5.0,0,0
riddya,0.2,2.0,0,0
RIK30,0.2,2.0,0,0
rinx,0.0,0.0,0,0
ripatti,57.02,57.0,64,12
Robonuka,0.0,0.0,0,0
Rochfort,0.0,0.0,0,0
rodji,0.0,0.0,0,0
RoiS,0.0,0.0,0,0
RomanL,0.01,0.0,0,1
Romanych,2.18,21.8,0,0
romeo_ordos,0.12,0.0,0,1
Romulka,0.01,0.0,0,1
rootin,0.0,0.0,0,0
root_sashok,-0.1,-1.0,0,0
rosko,2.78,27.75,0,0
RoTToR,0.0,0.0,0,0
rousgg,0.0,0.0,0,0
rouss,0.71,7.1,0,0
rpz,6.7,67.0,0,0
rsboarder,1.09,10.9,0,0
rser1911,0.6,6.0,0,0
rsivakov,2.84,28.28,0,1
Rsolars,0.0,0.0,0,0
ruizAw,0.0,0.0,0,0
Rulexec,1.8,18.0,0,0
RuslanNazarov,0.0,0.0,0,0
rutracker,58.13,581.25,0,0
rv82,0.01,0.0,0,1
rw6hrm,38.81,33.0,71,1
rypy,0.0,0.0,0,0
rzerda,0.02,0.0,0,2
sabio,2.9,29.0,0,0
safron,5.4,54.0,0,0
sageelf,0.0,0.0,0,0
samokhvalov,3.94,39.3,0,1
samujan,0.5,5.0,0,0
sand_alkr,0.6,6.0,0,0
sanekglobov,0.7,7.0,0,0
Sanguis,0.0,0.0,0,0
sanhces7,3.94,39.25,0,1
Santacruz,-0.2,-2.0,0,0
Santeyman,0.0,0.0,0,0
saphire13,0.0,0.0,0,0
sapp,3.55,35.5,0,0
SarumSv,0.0,0.0,0,0
sashka_de,0.0,0.0,0,0
saul,50.65,66.5,55,0
schmooser,0.0,0.0,0,0
schoolptor,0.0,0.0,0,0
SCoon,1.81,18.1,0,0
Scraelos,1.0,10.0,0,0
Scratch,192.17,101.75,227,39
se7en_up,0.0,0.0,0,0
sealord,0.8,7.95,0,0
sefus,3.89,30.0,0,89
SegaZero,1.33,13.25,0,0
Self_Perfection,0.12,0.0,0,12
Semy,0.0,0.0,0,0
sergak01,0.0,0.0,0,0
sergei_rumas,1.5,15.0,0,0
SergeiStartsev,2.83,28.25,0,0
sergeykalenik,2.4,24.0,0,0
serj,0.0,0.0,0,0
SERVODROIDRU,0.9,9.0,0,0
Serzhenko,2.93,29.25,0,0
sevabill,1.7,17.0,0,0
seweb,2.7,27.0,0,0
seyfer,0.13,1.0,0,3
sgtpep,0.0,0.0,0,0
shadow_of_irbis,2.61,26.1,0,0
ShakinNN,0.3,3.0,0,0
shaman4ik,0.0,0.0,0,0
shandy,1.5,15.0,0,0
sharkzz,6.3,63.0,0,0
shaze,2.61,26.1,0,0
shedy,0.0,0.0,0,0
Sheens,0.0,0.0,0,0
shell643,0.9,9.0,0,0
shifttstas,4.67,40.0,0,67
shinespb,3.11,31.05,0,0
shir,0.6,6.0,0,0
shishieff,0.0,0.0,0,0
shkomg,-0.1,-1.0,0,0
Shlema,1.76,17.6,0,0
shoorick,2.7,27.0,0,0
shouldgo,0.0,0.0,0,0
Shpankov,131.6,255.53,130,205
shurashu,0.0,0.0,0,0
ShurupAY,0.4,4.0,0,0
shuttie,11.6,116.0,0,0
Shvedov,0.0,0.0,0,0
Siarhei,1.8,18.0,0,0
SibProgrammer,5.87,58.7,0,0
sidisko,2.1,21.0,0,0
Sigizmund_III,58.87,17.0,71,37
silinio,0.0,0.0,0,0
SilverTH,0.24,0.0,0,24
Simmetry,0.0,0.0,0,0
sin_avatar,0.0,0.0,0,0
Sindicollo,0.0,0.0,0,0
Singul,0.2,2.0,0,0
siniy,0.0,0.0,0,0
sir_foxtrot,0.0,0.0,0,0
Sirob039,9.0,90.0,0,0
sixhundredsixtyfive,0.7,7.0,0,0
skad,0.0,0.0,0,0
skb7,3.1,31.0,0,0
skkap,4.9,49.0,0,0
SkyAleks,0.5,5.0,0,0
Skyggedans,0.0,0.0,0,0
SkyKos,1.0,10.0,0,0
slaum,0.0,0.0,0,0
slepojpyu,0.0,0.0,0,0
slimak,0.0,0.0,0,0
slookin,0.0,0.0,0,0
SMakc,0.0,0.0,0,0
Smartichello,0.0,0.0,0,0
smit1237,0.0,0.0,0,0
sniff,0.0,0.0,0,0
Snut,0.0,0.0,0,0
soar,1.99,19.75,0,0
socket378,0.0,0.0,0,0
sockeye,1.38,13.75,0,0
soft87,0.0,0.0,0,0
softline_education,1.4,14.0,0,0
soif,1.5,15.0,0,0
Solid,0.7,7.0,0,0
Soloton,0.0,0.0,0,0
Solovej,1.35,13.5,0,0
sos987,0.0,0.0,0,0
soulja,0.0,0.0,0,0
Spamkit,0.0,0.0,0,0
SparF,0.01,0.0,0,1
Speedimon,0.0,0.0,0,0
sphinxy,1.2,12.0,0,0
SpiritOfVox,0.03,0.0,0,3
splka,0.0,0.0,0,0
spooph,0.0,0.0,0,0
sputnik1818,0.0,0.0,0,0
ssh2,0.0,0.0,0,0
SSM,0.95,9.5,0,0
ssneg,9.86,97.35,0,12
stager,0.0,0.0,0,0
Stam,0.49,4.9,0,0
stanislav_p,1.1,11.0,0,0
startupforum,0.3,3.0,0,0
stash,2.08,20.75,0,0
stationfuk,0.4,4.0,0,0
Stealth2011,0.0,0.0,0,0
stepan_ovchinnikov,47.87,478.7,0,0
sterlingov,0.91,9.0,0,1
Sterpa,5.12,51.19,0,0
stg34,10.03,100.25,0,0
stilet,0.0,0.0,0,0
stregok1,0.0,0.0,0,0
studioab,0.0,0.0,0,0
su1t,0.1,1.0,0,0
Subrisk,1.4,14.0,0,0
subver,1.1,11.0,0,0
subvillion,6.05,60.5,0,0
suglosta,-0.1,-1.0,0,0
sukura,0.0,0.0,0,0
sulla,1.5,15.0,0,0
Sumah,0.0,0.0,0,0
SuperDoker,0.0,0.0,0,0
superzhook,99.6,20.0,122,0
Supoved,0.0,0.0,0,0
sustenuto,0.8,8.0,0,0
SuvAlexander,0.5,5.0,0,0
svaroha,0.0,0.0,0,0
svavan,5.08,50.75,0,0
SychevIgor,86.38,111.5,94,3
synergy,0.0,0.0,0,0
Syra,0.0,0.0,0,0
SysHalt,0.0,0.0,0,0
T0R,0.0,0.0,0,0
t1gor,0.41,4.0,0,1
taaraora,0.4,4.0,0,0
Tachat,0.69,7.0,0,-1
Tai_Neko,0.0,0.0,0,0
takeair,0.0,0.0,0,0
taketwo,0.0,0.0,0,0
talanchor,0.0,0.0,0,0
tankard,0.0,0.0,0,0
Taoorus,1.42,14.2,0,0
tarator,2.4,24.0,0,0
Tarik,0.0,0.0,0,0
TatriX,2.5,25.0,0,0
Tdr,0.0,0.0,0,0
Technovave,2.8,28.0,0,0
teedee,0.0,0.0,0,0
Teemk,1.01,10.1,0,0
teleavtomatika,0.3,3.0,0,0
tenbits,5.08,50.75,0,0
teraflops,3.3,33.0,0,0
tgx,51.5,515.0,0,0
TheAny,0.0,0.0,0,0
TheBat,0.0,0.0,0,0
the_bat,54.54,39.5,63,19
thecashit,0.0,0.0,0,0
The_Electronic_Cat,-0.8,-8.0,0,0
TheGhost,3.98,39.75,0,0
TheHottie,2.75,27.5,0,0
theli,0.0,0.0,0,0
Thelli,0.0,0.0,0,0
TheTony,0.0,0.0,0,0
Tiberius,71.77,573.5,18,2
Timrael,2.11,21.0,0,1
TimurT,1.03,10.3,0,0
TiPoK2,0.0,0.0,0,0
tishi,0.0,0.0,0,0
tob,0.0,0.0,0,0
tokza,1.21,12.1,0,0
tonsky,13.43,134.25,0,0
tony2001,6.3,63.0,0,0
TopoRUS,1.35,13.5,0,0
tornado_tm,0.0,0.0,0,0
ToSHiC,0.1,0.0,0,10
toto,0.0,0.0,0,0
tp7,1.7,17.0,0,0
trikalayne,0.0,0.0,0,0
tristan,0.0,0.0,0,0
tronix286,70.43,103.0,75,13
TROODON,0.43,4.25,0,0
truegeek,0.0,0.0,0,0
TrustVerse,0.1,1.0,0,0
truthatenvy,1.83,18.25,0,0
Tsivarev,1.0,10.0,0,0
Tunecatcher,0.0,0.0,0,0
Turbopascal007,-0.6,-6.0,0,0
Tux,0.0,0.0,0,0
TWINc,0.0,0.0,0,0
type_2,0.0,0.0,0,0
tyratam,0.0,0.0,0,0
ua9msn,0.9,9.0,0,0
Ualde,2.04,20.25,0,1
uaweb,0.0,0.0,0,0
ubl,0.0,0.0,0,0
Uchiha,0.0,0.0,0,0
udaf,0.5,5.0,0,0
ultral,2.61,26.0,0,1
umma,1.2,12.0,0,0
und,0.0,0.0,0,0
unholy,0.0,0.0,0,0
unicsoid,0.0,0.0,0,0
UniSender_info,0.0,0.0,0,0
UnknownError,0.0,0.0,0,0
urist,0.0,0.0,0,0
urticazoku,2.03,19.0,0,13
usefx,0.0,0.0,0,0
u_story,0.07,0.0,0,7
uterr,0.55,5.0,0,5
Utyug,0.0,0.0,0,0
v0s,0.0,0.0,0,0
vad7,2.2,22.0,0,0
vader666,0.0,0.0,0,0
vadim_art,0.0,0.0,0,0
vai,0.0,0.0,0,0
valin,0.0,0.0,0,0
Van_Gog,0.0,0.0,0,0
vantoo,0.0,0.0,0,0
vanwin,0.0,0.0,0,0
vanya,0.0,0.0,0,0
varagian,81.34,170.0,50,34
vare6gin,0.0,0.0,0,0
varyen,1.43,14.3,0,0
vasechka,1.58,15.8,0,0
vayho,-1.12,-11.0,0,2
vazir,1.01,10.0,0,1
vbarhatov,0.0,0.0,0,0
vdustinov,0.0,0.0,0,0
VEG,62.67,285.0,42,57
vegas,1.55,15.5,0,0
verbal_in,0.0,0.0,0,0
VersusVoid,0.17,2.0,0,-3
vetal_l,0.0,0.0,0,0
vgrichina,3.09,30.9,0,0
ViacheslavMezentsev,1.12,9.0,0,22
Vig7,0.0,0.0,0,0
vimvim,1.1,11.0,0,0
vintage,47.57,10.0,61,-224
Virgoss,0.0,0.0,0,0
virtustilus,1.03,10.0,0,3
vit1251,-1.0,-10.0,0,0
VitaliyS,0.7,7.0,0,0
Vito,0.0,0.0,0,0
vkachalov,1.3,13.0,0,0
vkalmuk,0.6,6.0,0,0
vkramskikh,4.53,45.25,0,0
vlad9486,1.0,10.0,0,0
Vladimir_corp,0.0,0.0,0,0
vmart,0.1,1.0,0,0
vmb,5.96,58.75,0,8
vochupin,0.0,0.0,0,0
voff,85.15,66.91,100,7
volk13,3.19,31.85,0,0
volocuga,4.03,40.25,0,0
V_oron,3.28,32.75,0,0
vrybas,0.0,0.0,0,0
vvzvlad,32.69,318.0,0,95
w1zf7r44,0.0,0.0,0,0
wanted,0.0,0.0,0,0
wapmorgan,0.41,4.0,0,1
watcher_fox,0.0,0.0,0,0
web4bizness,0.5,5.0,0,0
webdev4u,0.9,9.0,0,0
WebZuper,0.0,0.0,0,0
wegorich,0.0,0.0,0,0
Weilard,179.62,336.75,180,194
WellWisher,0.0,0.0,0,0
Whiteha,0.81,8.0,0,1
Whitesunset,0.0,0.0,0,0
WildZero,4.15,41.5,0,0
winkiller,-0.3,-3.0,0,0
winnehr,0.0,0.0,0,0
Winnie_The_Pooh,92.82,62.0,108,22
winzard,2.05,20.5,0,0
woddy,0.0,0.0,0,0
wolfling,0.5,5.0,0,0
WondeRu,0.0,0.0,0,0
Woodroof,0.0,0.0,0,0
woodykas,0.0,0.0,0,0
x1am,3.59,35.9,0,0
x4nter,0.4,4.0,0,0
Xamon,0.0,0.0,0,0
XanderBass,-0.3,-3.0,0,0
xanep,1.9,19.0,0,0
XaocCPS,68.51,653.14,4,0
Xcomp,0.0,0.0,0,0
xeioex,0.8,8.0,0,0
xelya,0.8,8.0,0,0
xen,3.53,35.25,0,0
xenon,12.82,24.0,13,2
Xenozoid,0.0,0.0,0,0
Xergin,-0.26,-2.0,0,0
XiM90,0.0,0.0,0,0
xmagnusx,0.0,0.0,0,0
xMoonlightx,0.0,0.0,0,0
xndr_78,1.25,12.5,0,0
xni,1.94,19.4,0,0
xoposhiy,3.86,30.8,0,78
XPyCT,0.5,5.0,0,0
xrays72,0.0,0.0,0,0
XVII,0.0,0.0,0,0
xyu,0.0,0.0,0,0
yanchenko,1.0,10.0,0,0
yarax,0.0,0.0,0,0
yarikus,0.05,0.5,0,0
yltastep,1.6,16.0,0,0
YMY,-0.1,-1.0,0,0
yngui,0.6,6.0,0,0
Yoh_Asakura,-0.3,-3.0,0,0
yoihj,49.91,499.1,0,0
yorick_kiev_ua,-0.03,-1.0,0,7
YorikSar,0.0,0.0,0,0
yoshi_stan,0.0,0.0,0,0
yourich,1.43,14.25,0,0
YuliaGorbunova,0.1,1.0,0,0
yurish,0.0,0.0,0,0
YuriyLuchaninov,1.9,19.0,0,0
yuronew,0.0,0.0,0,0
z3us,0.0,0.0,0,0
za90,0.8,8.0,0,0
Zaandr,0.0,0.0,0,0
zacepinmax,0.0,0.0,0,0
ZaeBest,0.6,6.0,0,0
zagzig,0.0,0.0,0,0
zapolnoch,15.07,150.0,0,7
zaz600,0.0,0.0,0,0
ZblCoder,83.33,30.75,100,25
Zelenyikot,122.5,1225.0,0,0
ZeoSonE,0.0,0.0,0,0
ZeroBit,0.0,0.0,0,0
zerodivisi0n,1.8,18.0,0,0
ZeroMajor,0.0,0.0,0,0
Zetoke,1.23,12.25,0,0
zevvssibirix,63.0,102.0,66,0
Zewkin,0.01,-1.0,0,9
zexis,0.0,0.0,0,0
Zhdun,0.0,0.0,0,0
zhentos,0.0,0.0,0,0
Zigmar,2.2,22.0,0,0
zixx,0.0,0.0,0,0
zkn,0.0,0.0,0,0
zloy531,0.6,6.0,0,0
ZolanPro,0.9,9.0,0,0
ZonD80,-1.67,-17.0,0,3
ZooBestik,0.0,0.0,0,0
ZoomLS,-0.05,-1.0,0,5
zorro1211,0.9,9.0,0,0
ZorroGFS,0.0,0.0,0,0
zozo,0.0,0.0,0,0
zraurum,0.0,0.0,0,0
zrx,0.0,0.0,0,0
ZuBB,-0.02,0.0,0,-2
zuborg,3.6,36.0,0,0
zurapa,1.4,14.0,0,0
zuskin,3.0,30.0,0,0
zuzusik,0.0,0.0,0,0
zvuki,0.0,0.0,0,0
